Week Number,Job,Assembly,Assembly Description,Qty,Schedule_Group,Department Class,Department,OP_SEQ_NUM,OPERATION_DESCRIPTION,RESOURCE_OPERATIONS_SEQ,RESOURCE_CODE,DESCRIPTION,Usage,Qty Per Hour,Run Time Min,Run Time Hours,Operation Start Date,Operation Completion Date,Paint_Code,NVL(REQ.REQLIST;'NODEMANDFOUND'),SCHED_FLAG
12,3647212,901504,CVD.900.BLUE.BLACK.V37.KIT BS8.BP,5,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,Sales order=1,Next
12,3647212,901504,CVD.900.BLUE.BLACK.V37.KIT BS8.BP,5,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,Sales order=1,Next
12,3647212,901504,CVD.900.BLUE.BLACK.V37.KIT BS8.BP,5,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,Sales order=1,Next
12,3647212,901504,CVD.900.BLUE.BLACK.V37.KIT BS8.BP,5,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,Sales order=1,Next
12,3647213,899639,WV.1800DH-2.BLUE.BLACK.V30.KIT BS8.BP.NACECARE,6,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,30,0.5,23/03/2022 08:00,23/03/2022 08:30,,Sales order=10,Next
12,3647213,899639,WV.1800DH-2.BLUE.BLACK.V30.KIT BS8.BP.NACECARE,6,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,30,0.5,23/03/2022 08:00,23/03/2022 08:30,,Sales order=10,Next
12,3647213,899639,WV.1800DH-2.BLUE.BLACK.V30.KIT BS8.BP.NACECARE,6,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,30,0.5,23/03/2022 08:00,23/03/2022 08:30,,Sales order=10,Next
12,3647213,899639,WV.1800DH-2.BLUE.BLACK.V30.KIT BS8.BP.NACECARE,6,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,30,0.5,23/03/2022 08:00,23/03/2022 08:30,,Sales order=10,Next
12,3647214,899661,WV.900-2.BLUE.BLACK.V34.KIT BS7.BP.15.5MT YELLOW CABLE.NACECARE,6,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,30,0.5,21/03/2022 08:00,21/03/2022 08:30,,Sales order=12,Next
12,3647214,899661,WV.900-2.BLUE.BLACK.V34.KIT BS7.BP.15.5MT YELLOW CABLE.NACECARE,6,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,30,0.5,21/03/2022 08:00,21/03/2022 08:30,,Sales order=12,Next
12,3647214,899661,WV.900-2.BLUE.BLACK.V34.KIT BS7.BP.15.5MT YELLOW CABLE.NACECARE,6,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,30,0.5,21/03/2022 08:00,21/03/2022 08:30,,Sales order=12,Next
12,3647214,899661,WV.900-2.BLUE.BLACK.V34.KIT BS7.BP.15.5MT YELLOW CABLE.NACECARE,6,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,30,0.5,21/03/2022 08:00,21/03/2022 08:30,,Sales order=12,Next
12,3647216,838464,WV.900-2.BLUE.BLACK.V53.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK.S/S DEFLECTOR,4,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,20,0.33,21/03/2022 08:00,21/03/2022 08:20,,Sales order=4,Next
12,3647216,838464,WV.900-2.BLUE.BLACK.V53.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK.S/S DEFLECTOR,4,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,20,0.33,21/03/2022 08:00,21/03/2022 08:20,,Sales order=4,Next
12,3647216,838464,WV.900-2.BLUE.BLACK.V53.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK.S/S DEFLECTOR,4,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,20,0.33,21/03/2022 08:00,21/03/2022 08:20,,Sales order=4,Next
12,3647216,838464,WV.900-2.BLUE.BLACK.V53.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK.S/S DEFLECTOR,4,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,20,0.33,21/03/2022 08:00,21/03/2022 08:20,,Sales order=4,Next
12,3647217,598217,WVD.570-2.BLACK.V16.BP.HEAD ONLY PACKED,2,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,10,0.17,21/03/2022 08:00,21/03/2022 08:10,,Sales order=2,Next
12,3647217,598217,WVD.570-2.BLACK.V16.BP.HEAD ONLY PACKED,2,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,10,0.17,21/03/2022 08:00,21/03/2022 08:10,,Sales order=2,Next
12,3647217,598217,WVD.570-2.BLACK.V16.BP.HEAD ONLY PACKED,2,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,10,0.17,21/03/2022 08:00,21/03/2022 08:10,,Sales order=2,Next
12,3647217,598217,WVD.570-2.BLACK.V16.BP.HEAD ONLY PACKED,2,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,10,0.17,21/03/2022 08:00,21/03/2022 08:10,,Sales order=2,Next
10,3647233,905881,HFM.1515G.150 RPM.GREY/GRAPHITE.Y SYSTEM DECK.BASE ASSEMBLY (FIR MOTOR),100,FM WK 10-2022,FLOORCARE,MOTOR CELL,110,FLOORCARE AND TT MOTOR CELL,20,MOTORASSY,MOTOR ASSEMBLY FOR TT AND FM LINES,0.1,10,600,10,08/03/2022 08:00,09/03/2022 12:36,,No Demand found,Next
10,3647233,905881,HFM.1515G.150 RPM.GREY/GRAPHITE.Y SYSTEM DECK.BASE ASSEMBLY (FIR MOTOR),100,FM WK 10-2022,FLOORCARE,FM STAGE 1,120,FLOOR MACHINE BUILD STAGE 1,20,FM STAGE 1,FLOOR MACHINE BUILD STAGE 1,0.123457,8.1,740.74,12.35,08/03/2022 08:00,09/03/2022 12:36,,No Demand found,Next
10,3647233,905881,HFM.1515G.150 RPM.GREY/GRAPHITE.Y SYSTEM DECK.BASE ASSEMBLY (FIR MOTOR),100,FM WK 10-2022,FLOORCARE,FM STAGE 2,130,FLOOR MACHINE BUILD STAGE 2,20,FM STAGE 2,FLOOR MACHINE BUILD STAGE 2,0.123457,8.1,740.74,12.35,08/03/2022 08:00,09/03/2022 12:36,,No Demand found,Next
10,3647233,905881,HFM.1515G.150 RPM.GREY/GRAPHITE.Y SYSTEM DECK.BASE ASSEMBLY (FIR MOTOR),100,FM WK 10-2022,FLOORCARE,FMTESTPACK,140,FLOOR MACHINE TEST & PACK,20,FMTESTPACK,FLOOR MACHINE TEST & PACK,0.123457,8.1,740.74,12.35,08/03/2022 08:00,09/03/2022 12:36,,No Demand found,Next
10,3647235,905893,HFM.1530G.300 RPM.GREY/GRAPHITE.220-240V.Y SYSTEM DECK.BASE ASSEMBLY,50,FM WK 10-2022,FLOORCARE,MOTOR CELL,110,FLOORCARE AND TT MOTOR CELL,20,MOTORASSY,MOTOR ASSEMBLY FOR TT AND FM LINES,0.1,10,300,5,08/03/2022 08:00,08/03/2022 14:56,,No Demand found,Next
10,3647235,905893,HFM.1530G.300 RPM.GREY/GRAPHITE.220-240V.Y SYSTEM DECK.BASE ASSEMBLY,50,FM WK 10-2022,FLOORCARE,FM STAGE 1,120,FLOOR MACHINE BUILD STAGE 1,20,FM STAGE 1,FLOOR MACHINE BUILD STAGE 1,0.123457,8.1,370.37,6.17,08/03/2022 08:00,08/03/2022 14:56,,No Demand found,Next
10,3647235,905893,HFM.1530G.300 RPM.GREY/GRAPHITE.220-240V.Y SYSTEM DECK.BASE ASSEMBLY,50,FM WK 10-2022,FLOORCARE,FM STAGE 2,130,FLOOR MACHINE BUILD STAGE 2,20,FM STAGE 2,FLOOR MACHINE BUILD STAGE 2,0.123457,8.1,370.37,6.17,08/03/2022 08:00,08/03/2022 14:56,,No Demand found,Next
10,3647235,905893,HFM.1530G.300 RPM.GREY/GRAPHITE.220-240V.Y SYSTEM DECK.BASE ASSEMBLY,50,FM WK 10-2022,FLOORCARE,FMTESTPACK,140,FLOOR MACHINE TEST & PACK,20,FMTESTPACK,FLOOR MACHINE TEST & PACK,0.123457,8.1,370.37,6.17,08/03/2022 08:00,08/03/2022 14:56,,No Demand found,Next
10,3647240,904528,TGB.4055/100.GRAPHITE TANKS.V34 (LESS BRUSH),10,TT WK 10-2022,FLOORCARE,TTB TEST,110,TTB EOL TEST,20,TTB TEST,TTB EOL TEST,0.347826,2.875,208.7,3.48,11/03/2022 08:00,11/03/2022 11:44,,No Demand found,Next
10,3647240,904528,TGB.4055/100.GRAPHITE TANKS.V34 (LESS BRUSH),10,TT WK 10-2022,FLOORCARE,TTPACKCELL,120,TT PACKING,20,TTECPACK,TWIN TEC PACKING CELL,0.230044,4.347,138.03,2.3,11/03/2022 08:00,11/03/2022 11:44,,No Demand found,Next
10,3647243,904597,TGB.4045/100.GRAPHITE TANKS.V84,40,TT WK 10-2022,FLOORCARE,TTB TEST,180,TTB EOL TEST,20,TTB TEST,TTB EOL TEST,0.347826,2.875,834.78,13.91,09/03/2022 15:05,11/03/2022 12:30,,No Demand found,Next
10,3647243,904597,TGB.4045/100.GRAPHITE TANKS.V84,40,TT WK 10-2022,FLOORCARE,TTPACKCELL,190,TT PACKING,20,TTECPACK,TWIN TEC PACKING CELL,0.230044,4.347,552.1,9.2,09/03/2022 15:05,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,TT6055PREP,110,TGB 6055 PREP STAGE,20,6055 PREP,TGB 6055 PREP STAGE,2,0.5,1440,24,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,6055STAGE1,120,TGB 6055 BUILD STAGE 1,20,6055STAGE1,TGB 6055 BUILD STAGE 1,2,0.5,1440,24,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,6055STAGE2,130,TGB 6055 BUILD STAGE 2,20,6055STAGE2,TGB 6055 BUILD STAGE 2,2,0.5,1440,24,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,6055STAGE3,140,TGB 6055 BUILD STAGE 3,20,6055STAGE3,TGB 6055 BUILD STAGE 3,2,0.5,1440,24,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,6055 TEST,150,TGB 6055 TEST STAGE,20,6055 TEST,TGB 6055 TEST STAGE,1,1,720,12,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647256,904111,TGB.1620/100T (TGB.6055/100T) GRAPHITE TANKS.V72.NACECARE,12,TT WK 10-2022,FLOORCARE,6055 PACK,160,TGB 6055 PACK STAGE,20,6055 PACK,TGB 6055 PACK STAGE,0.33,3.030303,237.6,3.96,08/03/2022 12:30,11/03/2022 12:30,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,TT720 PREP,110,TRG 720 PREP STAGE,20,720 PREP,TRG 720 PREP STAGE,2.5,0.4,750,12.5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 BUILD1,120,TRG 720 BUILD STAGE 1,20,720 BUILD1,TRG 720 BUILD STAGE 1,2.5,0.4,750,12.5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 BUILD2,130,TRG 720 BUILD STAGE 2,20,720 BUILD2,TRG 720 BUILD STAGE 2,2.5,0.4,750,12.5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 BUILD3,140,TRG 720 BUILD STAGE 3,20,720 BUILD3,TRG 720 BUILD STAGE 3,2.5,0.4,750,12.5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 WTEST,150,TRG 720 WATER TEST,20,720 WTEST,TRG 720 WATER TEST,1,1,300,5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 ETEST,160,TRG 720 ELECTRICAL TEST,20,720 ETEST,TRG 720 ELECTRICAL TEST,1,1,300,5,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647262,911424,TRG.720/300T.GRAPHITE TANKS.V84,5,TT WK 10-2022,FLOORCARE,720 PACK,170,TRG 720 PACKING STAGE,20,720 PACK,TRG 720 PACKING STAGE,1.58,0.632911,474,7.9,09/03/2022 08:00,10/03/2022 12:45,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,TT678PREP1,110,TTV 678 PREP STAGE 1,20,678 PREP1,TTV 678 PREP STAGE 1,2.6,0.384615,312,5.2,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 PREP2,120,TTV 678 PREP STAGE 2,20,678 PREP2,TTV 678 PREP STAGE 2,2.6,0.384615,312,5.2,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 BUILD1,130,TTV 678 BUILD STAGE 1,20,678 BUILD1,TTV 678 BUILD STAGE 1,2.6,0.384615,312,5.2,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 BUILD2,140,TTV 678 BUILD STAGE 2,20,678 BUILD2,TTV 678 BUILD STAGE 2,2.6,0.384615,312,5.2,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 BUILD3,150,TTV 678 BUILD STAGE 3,20,678 BUILD3,TTV 678 BUILD STAGE 3,2.6,0.384615,312,5.2,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 TEST,160,TTV 678 TEST STAGE,20,678 TEST,TTV 678 TEST STAGE,0.5,2,60,1,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647264,913685,TTV.678G/400T.GREY BASE.GRAPHITE TANKS.V34.CHARGERLESS.LESS BRUSHES,2,TT WK 10-2022,FLOORCARE,678 PACK,170,TTV 678 PACK STAGE,20,678 PACK,TTV 678 PACK STAGE,0.5,2,60,1,10/03/2022 15:48,11/03/2022 12:30,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,TT720 PREP,110,TRG 720 PREP STAGE,20,720 PREP,TRG 720 PREP STAGE,2.5,0.4,300,5,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 BUILD1,120,TRG 720 BUILD STAGE 1,20,720 BUILD1,TRG 720 BUILD STAGE 1,2.5,0.4,300,5,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 BUILD2,130,TRG 720 BUILD STAGE 2,20,720 BUILD2,TRG 720 BUILD STAGE 2,2.5,0.4,300,5,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 BUILD3,140,TRG 720 BUILD STAGE 3,20,720 BUILD3,TRG 720 BUILD STAGE 3,2.5,0.4,300,5,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 WTEST,150,TRG 720 WATER TEST,20,720 WTEST,TRG 720 WATER TEST,1,1,120,2,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 ETEST,160,TRG 720 ELECTRICAL TEST,20,720 ETEST,TRG 720 ELECTRICAL TEST,1,1,120,2,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647272,911421,TRG.720/300T.GRAPHITE TANKS.V17,2,TT WK 10-2022,FLOORCARE,720 PACK,170,TRG 720 PACKING STAGE,20,720 PACK,TRG 720 PACKING STAGE,1.58,0.632911,189.6,3.16,10/03/2022 08:00,10/03/2022 13:45,,No Demand found,Next
10,3647298,607476,KIT CC2.FIXED FLOOR TOOL.WITH OUT RIDERS (BOXED),75,CSS WK 10-2022,CSS B13,FTOOL CELL,110,FTOOL CELL,30,FTOOL CELL,CSS FLOOTOOL CELL,0.289017,3.46,1300.58,21.68,07/03/2022 08:00,09/03/2022 14:31,,No Demand found,Yes
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE01,110,AUTOLINE OPERATOR 1,20,AUTOLINE01,AUTOLINE OPERATOR 1,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE02,120,AUTOLINE OPERATOR 2,20,AUTOLINE02,AUTOLINE OPERATOR 2,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE03,130,AUTOLINE OPERATOR 3,20,AUTOLINE03,AUTOLINE OPERATOR 3,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE04,140,AUTOLINE OPERATOR 4,20,AUTOLINE04,AUTOLINE OPERATOR 4,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE05,150,AUTOLINE OPERATOR 5,20,AUTOLINE05,AUTOLINE OPERATOR 5,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE06,160,AUTO TEST FOR AUTOLINES,20,AUTOLINE06,AUTO TEST FOR AUTOLINES,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647330,900076,NRV.240-11.RED.BLACK.V16.KIT NA1.DAF.12.5M.NUMATIC,1800,"12""PL WK 10-2022",VAC B,AUTOLINE07,170,AUTOLINE PACK 1,20,AUTOLINE07,AUTOLINE PACK 1 OPERATIVE,0.014706,68,1588.24,26.47,10/03/2022 06:00,11/03/2022 18:29,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S1 REELERS,110,REELER ASSEMBLY STATION,20,REELER,REELER ASSEMBLY STATION,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S2 DRUMTMH,120,DRUMS AND TMH ASSEMBLY STATION,20,DRUM TMH,DRUMS AND TMH ASSEMBLY STATION,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S3 MOTORS,130,MOTOR ASSEMBLY STATION,20,MOTORS,MOTOR ASSEMBLY STATION,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S4 LIDS,140,LID ASSEMBLY STATION,20,7 SCR LIDS,LID ASSEMBLY STATION,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S5 TEST,150,TEST STATION REELER TYPE MACHINES,20,TEST,TEST STATION,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647332,900160,PPR.370-11.RED.BLACK.V16.KIT AS0.DAF.12.5M.NUMATIC,10,"12""PL WK 10-2022",VAC B,S6 PACK1,160,PACKING STATION 1 REELER TYPE MACHINES 6 OPERATIVES,20,PACK1,PACKING STATION 1,0.016667,60,10,0.17,09/03/2022 08:00,09/03/2022 08:11,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE01,110,AUTOLINE OPERATOR 1,20,AUTOLINE01,AUTOLINE OPERATOR 1,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE02,120,AUTOLINE OPERATOR 2,20,AUTOLINE02,AUTOLINE OPERATOR 2,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE03,130,AUTOLINE OPERATOR 3,20,AUTOLINE03,AUTOLINE OPERATOR 3,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE04,140,AUTOLINE OPERATOR 4,20,AUTOLINE04,AUTOLINE OPERATOR 4,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE06,150,AUTO TEST FOR AUTOLINES,20,AUTOLINE06,AUTO TEST FOR AUTOLINES,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE07,160,AUTOLINE PACK 1,20,AUTOLINE07,AUTOLINE PACK 1 OPERATIVE,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647343,900082,VNR.200-11.GREY.BLACK.V16.KIT NA1.DAF.12.5M.NUVAC,200,"12""PL WK 10-2022",VAC B,AUTOLINE08,170,AUTOLINE PACK 2,20,AUTOLINE08,AUTOLINE PACK 2 OPERATIVES,0.014706,68,176.47,2.94,08/03/2022 08:00,08/03/2022 11:07,,No Demand found,Next
10,3647345,900027,HVX.200-11.RED.BLACK.V16.KIT XS0.DAF.10M.HENRY XTRA,900,"12""PL WK 10-2022",VAC B,AUTOLINE01,110,AUTOLINE OPERATOR 1,20,AUTOLINE01,AUTOLINE OPERATOR 1,0.014706,68,794.12,13.24,07/03/2022 08:00,08/03/2022 06:15,,RETURNS=20,Next
10,3647345,900027,HVX.200-11.RED.BLACK.V16.KIT XS0.DAF.10M.HENRY XTRA,900,"12""PL WK 10-2022",VAC B,AUTOLINE02,120,AUTOLINE OPERATOR 2,20,AUTOLINE02,AUTOLINE OPERATOR 2,0.014706,68,794.12,13.24,07/03/2022 08:00,08/03/2022 06:15,,RETURNS=20,Next
